CustomerID,DaysSinceLastPurchase,TotalTransactions,TotalProductsPurchased,TotalSpend,UniqueProductsPurchased,Is_UK,AverageTransactionValue
13196.0,11,4,1174,1717.33,93,1,429.3325
13198.0,10,6,2480,3027.86,180,1,504.6433333333334
13200.0,19,4,485,823.89,39,1,205.9725
13203.0,9,4,735,771.95,50,1,192.9875
13207.0,15,2,82,72.66,3,1,36.33
13208.0,59,5,573,988.51,102,1,197.702
13209.0,30,8,4087,5684.59,248,1,710.57375
13210.0,93,1,304,338.48,21,1,338.48
13211.0,10,3,823,1035.47,43,1,345.1566666666667
13212.0,19,3,252,722.38,111,1,240.79333333333332
13213.0,56,5,1324,1455.78,77,1,291.156
13216.0,267,1,297,333.74,5,1,333.74
13217.0,122,3,262,533.98,3,1,177.99333333333334
13218.0,127,1,64,27.84,3,1,27.84
13220.0,78,4,171,808.7900000000001,17,1,202.19750000000002
13221.0,240,2,195,654.0,45,1,327.0
13223.0,200,1,40,62.4,4,1,62.4
13224.0,60,2,1334,2001.88,90,1,1000.94
13225.0,3,6,2056,4310.320000000001,16,1,718.3866666666668
13226.0,273,1,54,72.16,10,1,72.16
13227.0,201,1,89,238.2,8,1,238.2
13229.0,225,1,63,160.95,10,1,160.95
13230.0,4,14,1470,2556.21,360,1,182.58642857142857
13232.0,12,7,736,1218.55,133,1,174.07857142857142
13233.0,74,2,760,447.44,32,1,223.72
13235.0,212,1,413,972.6700000000001,49,1,972.6700000000001
13236.0,24,2,392,725.89,33,1,362.945
13238.0,17,4,218,536.9300000000001,17,1,134.23250000000002
13239.0,261,1,255,242.24,15,1,242.24
13240.0,96,4,232,602.23,50,1,150.5575
13242.0,112,3,100,208.0,9,1,69.33333333333333
13243.0,203,1,205,471.03000000000003,48,1,471.03000000000003
13244.0,92,1,38,121.74000000000001,27,1,121.74000000000001
13245.0,50,1,125,430.5,16,1,430.5
13246.0,18,6,1350,1760.1,98,1,293.34999999999997
13247.0,17,4,306,464.82000000000005,16,1,116.20500000000001
13248.0,124,2,208,389.65999999999997,21,1,194.82999999999998
13249.0,92,3,546,711.41,21,1,237.13666666666666
13253.0,156,2,1380,933.8,31,1,466.9
13255.0,9,2,171,381.81,12,1,190.905
13258.0,11,3,240,561.73,27,1,187.24333333333334
13259.0,61,1,119,252.63,72,1,252.63
13260.0,61,1,142,557.62,8,1,557.62
13261.0,268,2,210,944.1,8,1,472.05
13262.0,263,1,125,200.29,11,1,200.29
13265.0,53,5,1674,2010.16,63,1,402.03200000000004
13266.0,11,12,3883,3089.84,67,1,257.4866666666667
13267.0,2,19,1909,4331.29,85,1,227.96263157894737
13268.0,17,10,3212,2888.09,235,1,288.809
13269.0,1,15,3334,4982.6,169,1,332.17333333333335
13270.0,366,1,200,590.0,1,1,590.0
13271.0,37,1,228,203.85999999999999,68,1,203.85999999999999
13272.0,31,2,86,243.86,13,1,121.93
13273.0,113,1,106,117.61,12,1,117.61
13276.0,63,2,161,590.9300000000001,30,1,295.46500000000003
13277.0,15,4,176,258.4,5,1,64.6
13278.0,40,1,534,527.88,44,1,527.88
13279.0,78,1,67,135.41,8,1,135.41
13280.0,122,3,499,739.81,63,1,246.60333333333332
13282.0,18,3,299,1116.54,28,1,372.18
13283.0,59,2,90,93.66,7,1,46.83
13284.0,330,1,82,171.64,11,1,171.64
13285.0,23,4,2005,2609.02,152,1,652.255
13291.0,155,1,233,361.11,41,1,361.11
13292.0,38,2,311,533.9399999999999,26,1,266.96999999999997
13294.0,189,2,404,787.14,44,1,393.57
13295.0,359,1,34,111.20000000000002,6,1,111.20000000000002
13296.0,137,1,53,76.9,4,1,76.9
13297.0,7,4,931,1978.49,51,1,494.6225
13298.0,1,1,72,270.0,1,1,270.0
13299.0,268,1,30,142.5,5,1,142.5
13300.0,169,1,203,371.89,20,1,371.89
13301.0,103,4,289,520.77,57,1,130.1925
13304.0,351,1,212,229.62,17,1,229.62
13305.0,4,10,1056,1828.06,48,1,182.80599999999998
13307.0,120,1,4,15.0,1,1,15.0
13308.0,22,3,831,1370.51,48,1,456.83666666666664
13309.0,7,5,1395,1330.06,74,1,266.012
13310.0,28,3,505,990.73,58,1,330.24333333333334
13311.0,4,2,283,519.07,20,1,259.535
13313.0,22,5,733,1255.02,42,1,251.004
13314.0,1,3,455,710.72,48,1,236.90666666666667
13317.0,66,6,999,2210.88,96,1,368.48
13318.0,1,3,304,640.76,14,1,213.58666666666667
13320.0,78,4,1053,1506.1,75,1,376.525
13321.0,72,2,366,549.66,9,1,274.83
13322.0,17,1,95,131.86,20,1,131.86
13323.0,3,5,163,736.85,5,1,147.37
13324.0,36,10,5104,6586.0,24,1,658.6
13325.0,81,1,240,675.3,12,1,675.3
13327.0,38,8,1371,3196.77,70,1,399.59625
13328.0,316,1,680,1308.48,17,1,1308.48
13329.0,31,2,463,789.0,16,1,394.5
13330.0,92,3,751,1140.93,37,1,380.31
13332.0,14,1,176,333.05,20,1,333.05
13334.0,82,3,1514,3001.59,179,1,1000.5300000000001
13336.0,77,1,559,795.12,51,1,795.12
13338.0,157,1,254,422.02,17,1,422.02
13339.0,200,1,297,730.22,45,1,730.22
13341.0,260,1,299,755.95,41,1,755.95
13343.0,177,1,134,303.43,18,1,303.43
13344.0,67,3,932,2422.29,111,1,807.43
13345.0,287,1,140,339.5,19,1,339.5
13347.0,70,1,204,291.36,7,1,291.36
13348.0,64,1,124,223.56,13,1,223.56
13349.0,10,1,224,197.32,15,1,197.32
13350.0,16,2,275,836.82,32,1,418.41
13351.0,66,1,116,323.94,15,1,323.94
13352.0,60,1,308,328.18,22,1,328.18
13354.0,71,1,572,730.09,49,1,730.09
13355.0,122,1,298,636.2,30,1,636.2
13356.0,80,1,321,762.44,41,1,762.44
13357.0,257,1,313,596.9,80,1,596.9
13358.0,268,1,245,350.9,25,1,350.9
13359.0,63,1,160,389.56,22,1,389.56
13362.0,9,4,1232,2744.4,115,1,686.1
13363.0,17,2,708,892.5,46,1,446.25
13364.0,71,1,63,123.36,9,1,123.36
13365.0,33,2,1206,2174.47,119,1,1087.235
13366.0,50,1,144,56.160000000000004,1,1,56.160000000000004
13368.0,256,2,326,573.4,28,1,286.7
13369.0,365,1,122,165.98000000000002,8,1,165.98000000000002
13370.0,371,1,343,754.87,39,1,754.87
13372.0,89,1,134,268.44,19,1,268.44
13373.0,60,3,1575,3141.87,127,1,1047.29
13375.0,88,1,438,761.65,36,1,761.65
13376.0,99,3,444,799.86,38,1,266.62
13379.0,26,3,584,531.11,82,1,177.03666666666666
13381.0,31,6,2021,3605.31,76,1,600.885
13382.0,280,1,123,189.39,13,1,189.39
13384.0,30,7,2390,4077.73,120,1,582.5328571428571
13385.0,329,1,238,494.97,32,1,494.97
13388.0,131,2,264,624.0,34,1,312.0
13389.0,11,3,371,729.65,45,1,243.21666666666667
13390.0,74,1,224,544.08,13,1,544.08
13391.0,203,1,4,59.8,1,1,59.8
13394.0,1,8,2251,2385.11,111,1,298.13875
13395.0,185,1,312,305.8,20,1,305.8
13396.0,29,2,597,1344.64,41,1,672.32
13397.0,72,5,396,1441.97,26,1,288.394
13398.0,192,1,281,457.34,26,1,457.34
13402.0,127,2,455,613.91,30,1,306.955
13403.0,17,1,44,75.0,3,1,75.0
13404.0,1,2,111,252.49,11,1,126.245
13405.0,204,2,157,526.55,22,1,263.275
13410.0,24,5,482,943.66,14,1,188.732
13411.0,107,1,53,152.0,13,1,152.0
13414.0,133,3,1571,1372.65,22,1,457.55
13416.0,43,2,86,474.5,8,1,237.25
13417.0,4,2,158,609.03,25,1,304.515
13418.0,11,18,3765,6062.34,216,1,336.7966666666667
13419.0,63,1,230,168.96,13,1,168.96
13420.0,149,2,76,149.35,7,1,74.675
13421.0,40,2,968,1536.16,76,1,768.08
13425.0,108,3,1065,1407.3600000000001,59,1,469.12000000000006
13426.0,0,10,2158,3562.82,100,1,356.28200000000004
13427.0,19,3,496,551.7,23,1,183.9
13428.0,10,1,146,195.52,65,1,195.52
13429.0,10,4,1320,962.24,52,1,240.56
13430.0,18,2,703,660.01,45,1,330.005
13431.0,67,2,672,1269.1,44,1,634.55
13434.0,74,2,300,534.24,9,1,267.12
13435.0,5,7,2099,3767.57,63,1,538.2242857142858
13436.0,1,1,76,196.89,12,1,196.89
13437.0,14,7,1231,3307.34,136,1,472.4771428571429
13439.0,255,1,216,263.69,49,1,263.69
13441.0,91,1,204,296.64,13,1,296.64
13447.0,23,3,513,1061.98,50,1,353.99333333333334
13448.0,16,6,1642,3498.9900000000002,134,1,583.1650000000001
13449.0,23,1,216,274.18,18,1,274.18
13450.0,26,6,1957,2033.2199999999998,31,1,338.86999999999995
13451.0,26,5,1948,2727.19,280,1,545.438
13452.0,259,2,2,590.0,1,1,295.0
13453.0,165,2,128,321.28,14,1,160.64
13455.0,24,2,330,973.9399999999999,38,1,486.96999999999997
13456.0,17,6,756,1718.52,40,1,286.42
13458.0,7,14,4792,8491.86,217,1,606.5614285714286
13460.0,29,2,237,157.34,13,1,78.67
13461.0,38,3,1070,1237.0,12,1,412.3333333333333
13462.0,252,1,62,151.5,9,1,151.5
13464.0,58,1,372,646.48,39,1,646.48
13466.0,184,1,247,272.5,15,1,272.5
13467.0,10,2,522,1004.26,80,1,502.13
13470.0,99,2,100,165.0,7,1,82.5
13471.0,1,4,1523,2378.67,205,1,594.6675
13473.0,60,2,184,307.38,14,1,153.69
13474.0,236,1,108,186.85,46,1,186.85
13475.0,191,4,862,1249.92,57,1,312.48
13476.0,178,2,402,1167.22,53,1,583.61
13477.0,37,6,1007,1414.68,55,1,235.78
13479.0,200,2,132,281.05,13,1,140.525
13481.0,45,5,1098,1696.46,93,1,339.29200000000003
13482.0,232,1,113,166.79,10,1,166.79
13483.0,65,1,160,140.34,10,1,140.34
13484.0,241,1,42,297.9,7,1,297.9
13485.0,233,1,277,454.24,23,1,454.24
13486.0,78,3,622,1014.76,62,1,338.25333333333333
13487.0,57,3,237,501.5,24,1,167.16666666666666
13488.0,17,13,4316,8351.21,263,1,642.4007692307691
13489.0,105,4,536,427.92,9,1,106.98
13491.0,51,10,609,985.3100000000001,56,1,98.531
13492.0,136,3,408,1269.84,38,0,423.28
13493.0,275,2,377,498.63,5,0,249.315
13494.0,311,1,117,138.51,9,1,138.51
13495.0,7,5,681,1810.99,30,1,362.198
13496.0,10,2,293,606.53,26,1,303.265
13497.0,282,2,163,348.05,19,1,174.025
13499.0,17,5,1335,1080.21,30,1,216.042
13500.0,23,3,609,1166.77,60,1,388.92333333333335
13502.0,16,3,258,274.3,16,1,91.43333333333334
13503.0,71,1,223,206.35,16,1,206.35
13504.0,64,1,174,280.93,21,1,280.93
13506.0,316,2,300,438.12,25,1,219.06
13507.0,3,4,1452,2294.15,135,1,573.5375
13508.0,243,1,19,100.52000000000001,9,1,100.52000000000001
13509.0,8,6,1105,964.72,26,1,160.78666666666666
13510.0,1,4,1261,1649.46,80,1,412.365
13512.0,260,1,110,182.06,11,1,182.06
13513.0,126,1,109,205.1,10,1,205.1
13514.0,73,1,28,116.80000000000001,3,1,116.80000000000001
13515.0,72,4,622,777.12,46,1,194.28
13516.0,21,3,984,1374.41,42,1,458.1366666666667
13517.0,59,3,1126,1833.59,105,1,611.1966666666666
13518.0,85,1,382,627.16,36,1,627.16
13519.0,78,1,23,122.75,8,1,122.75
13520.0,58,6,1583,2828.81,43,0,471.4683333333333
13521.0,1,3,674,1027.0,289,1,342.3333333333333
13522.0,30,1,44,125.80000000000001,5,1,125.80000000000001
13523.0,33,5,1722,3866.78,154,1,773.356
13524.0,40,5,248,513.48,13,1,102.696
13525.0,14,2,346,577.9,4,1,288.95
13527.0,33,7,1639,2180.28,148,1,311.46857142857147
13529.0,78,2,74,307.76,15,1,153.88
13531.0,205,2,98,307.9,13,1,153.95
13532.0,33,1,96,188.71,59,1,188.71
13533.0,182,3,146,245.57,56,1,81.85666666666667
13534.0,2,25,2495,4975.4800000000005,112,1,199.0192
13536.0,1,7,2124,3435.89,90,1,490.84142857142854
13538.0,43,7,175,1280.85,10,1,182.97857142857143
13539.0,85,3,259,496.34000000000003,30,1,165.4466666666667
13544.0,39,2,93,227.26,63,1,113.63
13546.0,12,3,330,587.74,63,1,195.91333333333333
13548.0,96,2,400,586.17,97,1,293.085
13549.0,25,7,422,838.1,34,1,119.72857142857143
13551.0,319,1,6,56.1,2,1,56.1
13552.0,66,12,1371,3577.77,76,1,298.1475
13555.0,73,4,2501,3941.63,122,1,985.4075
13557.0,28,2,443,521.96,27,1,260.98
13558.0,5,4,317,554.55,115,1,138.6375
13560.0,7,1,60,165.59,29,1,165.59
13561.0,215,1,51,60.26,13,1,60.26
13562.0,81,3,565,1334.71,39,1,444.90333333333336
13563.0,84,2,182,738.48,43,1,369.24
13564.0,354,2,550,1104.08,61,1,552.04
13565.0,19,2,167,234.37,33,1,117.185
13566.0,40,2,558,831.14,128,1,415.57
13568.0,173,1,59,169.0,37,1,169.0
13569.0,17,2,141,292.92,64,1,146.46
13570.0,243,1,132,227.96,24,1,227.96
13571.0,12,12,1602,1904.8700000000001,138,1,158.73916666666668
13572.0,205,1,508,1303.75,29,1,1303.75
13573.0,50,2,300,285.58,22,1,142.79
13575.0,23,5,443,714.37,40,1,142.874
13576.0,10,18,2360,5972.72,69,1,331.8177777777778
13577.0,25,4,671,1401.2,55,1,350.3
13579.0,14,2,176,467.04,19,1,233.52
13581.0,309,1,18,47.2,7,1,47.2
13583.0,155,1,573,650.91,40,1,650.91
13584.0,306,1,28,79.35,20,1,79.35
13587.0,63,1,180,712.4,8,1,712.4
13588.0,15,9,2485,2409.65,126,1,267.7388888888889
13589.0,14,2,111,364.0,19,1,182.0
13590.0,11,6,1442,1485.24,59,1,247.54
13591.0,64,3,455,1026.13,51,1,342.04333333333335
13592.0,35,4,81,230.11,14,1,57.5275
13593.0,108,5,611,1714.18,70,1,342.836
13594.0,52,1,334,394.47,25,1,394.47
13596.0,5,2,383,659.96,132,1,329.98
13598.0,47,1,49,153.8,31,1,153.8
13599.0,1,21,2859,4483.12,151,1,213.48190476190476
13600.0,312,1,113,141.95,11,1,141.95
13601.0,45,2,447,609.75,75,1,304.875
13602.0,64,1,267,428.89,23,1,428.89
13603.0,26,1,158,161.82,26,1,161.82
13606.0,29,3,240,246.14999999999998,39,1,82.05
13607.0,40,1,276,647.73,86,1,647.73
13610.0,12,7,457,994.65,150,1,142.09285714285713
13611.0,89,3,709,1118.19,63,1,372.73
13614.0,24,4,532,1533.8600000000001,157,1,383.46500000000003
13615.0,318,1,120,282.9,17,1,282.9
13617.0,40,3,294,528.48,29,1,176.16
13618.0,173,1,210,163.66,12,1,163.66
13621.0,116,1,343,213.85,19,1,213.85
13623.0,30,5,253,604.6899999999999,58,1,120.93799999999999
13626.0,252,1,209,257.23,19,1,257.23
13627.0,59,5,1147,1576.97,79,1,315.394
13629.0,23,10,1372,2506.36,25,1,250.63600000000002
13630.0,5,7,1077,1576.28,42,1,225.18285714285713
13631.0,99,11,467,3070.42,6,1,279.1290909090909
13632.0,24,5,839,1778.29,101,1,355.658
13634.0,33,5,625,1405.98,139,1,281.196
13635.0,67,1,653,1020.63,60,1,1020.63
13636.0,36,5,496,832.72,50,1,166.544
13637.0,52,3,368,745.49,73,1,248.49666666666667
13638.0,15,1,68,112.14,7,1,112.14
13639.0,74,1,800,1033.34,39,1,1033.34
13642.0,215,1,147,305.57,55,1,305.57
13643.0,31,3,257,480.94,22,1,160.31333333333333
13644.0,16,4,1867,2466.5,134,1,616.625
13645.0,120,1,158,252.1,5,1,252.1
13647.0,9,4,881,1630.42,64,1,407.605
13649.0,256,2,99,286.40000000000003,19,1,143.20000000000002
13650.0,16,6,886,1712.14,76,1,285.3566666666667
13651.0,39,1,32,79.2,5,1,79.2
13652.0,45,3,564,1043.38,45,1,347.79333333333335
13654.0,43,5,1926,2414.33,140,1,482.866
13655.0,114,2,605,932.97,52,1,466.485
13656.0,164,2,444,330.45,45,1,165.225
13657.0,10,2,208,367.14,15,1,183.57
13658.0,9,5,999,2552.17,87,1,510.434
13659.0,205,2,741,1339.59,80,1,669.795
13662.0,85,3,527,868.66,49,1,289.55333333333334
13663.0,179,1,91,189.47,13,1,189.47
13666.0,60,3,39,73.75,11,1,24.583333333333332
13667.0,149,1,118,268.16,71,1,268.16
13668.0,2,21,3514,5891.83,251,1,280.56333333333333
13669.0,50,2,237,218.55,9,1,109.275
13670.0,75,1,282,349.7,25,1,349.7
13672.0,301,2,36,60.84,1,1,30.42
13673.0,18,2,114,387.44,47,1,193.72
13675.0,151,2,300,424.24,21,1,212.12
13678.0,151,1,596,112.68,9,1,112.68
13680.0,1,4,1437,2628.76,146,1,657.19
13681.0,17,4,332,739.0500000000001,33,1,184.76250000000002
13682.0,187,1,2,25.5,1,1,25.5
13684.0,285,1,25,42.480000000000004,23,1,42.480000000000004
13685.0,2,7,5051,3115.4300000000003,24,1,445.0614285714286
13686.0,182,1,70,72.0,8,1,72.0
13689.0,63,1,412,731.0,5,1,731.0
13690.0,59,1,67,172.25,9,1,172.25
13692.0,24,3,1201,1477.82,47,1,492.6066666666666
13695.0,31,15,1533,2358.03,40,1,157.20200000000003
13697.0,38,1,177,151.29999999999998,12,1,151.29999999999998
13699.0,155,1,66,308.58000000000004,14,1,308.58000000000004
13700.0,26,10,2084,2153.45,126,1,215.34499999999997
13703.0,318,1,10,99.5,1,1,99.5
13704.0,5,9,1260,2113.76,99,1,234.86222222222224
13705.0,7,3,363,711.86,25,1,237.28666666666666
13706.0,302,1,189,330.79,20,1,330.79
13707.0,267,2,297,671.95,41,1,335.975
13708.0,271,1,278,265.53,43,1,265.53
13709.0,3,13,3394,5998.150000000001,224,1,461.3961538461539
13710.0,31,1,152,160.07999999999998,7,1,160.07999999999998
13711.0,218,2,134,234.36,10,1,117.18
13712.0,246,1,352,228.84,10,1,228.84
13715.0,281,5,451,911.76,75,1,182.352
13716.0,269,1,111,112.31,16,1,112.31
13717.0,32,6,1675,1261.57,79,1,210.26166666666666
13718.0,246,2,133,109.15,6,1,54.575
13719.0,15,5,521,937.2,53,1,187.44
13720.0,116,4,476,724.5,37,1,181.125
13721.0,36,1,288,477.14,25,1,477.14
13722.0,131,3,1319,2256.01,71,1,752.0033333333334
13723.0,217,1,43,199.85000000000002,6,1,199.85000000000002
13725.0,49,8,755,1852.53,86,1,231.56625
13726.0,38,2,1006,1060.94,37,1,530.47
13727.0,28,2,162,333.48,19,1,166.74
13728.0,36,6,456,1000.24,37,1,166.70666666666668
13730.0,135,2,488,752.6,38,1,376.3
13731.0,219,2,193,509.46,29,1,254.73
13732.0,28,1,364,370.44,26,1,370.44
13735.0,24,4,1099,2750.59,154,1,687.6475
13736.0,5,2,436,687.56,143,1,343.78
13737.0,200,1,95,291.78,24,1,291.78
13739.0,18,1,54,216.9,3,1,216.9
13740.0,240,1,329,257.39,17,1,257.39
13741.0,71,3,203,592.63,29,1,197.54333333333332
13742.0,16,11,1057,2918.57,190,1,265.32454545454544
13743.0,2,7,1776,1341.6,8,1,191.65714285714284
13744.0,95,2,1110,1039.41,50,1,519.705
13745.0,162,1,474,281.58,23,1,281.58
13747.0,373,1,8,79.6,1,1,79.6
13748.0,95,5,439,948.25,24,1,189.65
13750.0,53,5,505,1577.21,17,1,315.442
13751.0,288,1,51,123.30000000000001,7,1,123.30000000000001
13752.0,124,6,815,1049.68,58,1,174.9466666666667
13753.0,287,1,512,741.26,35,1,741.26
13754.0,151,2,202,272.4,10,1,136.2
13755.0,3,9,984,1787.61,185,1,198.62333333333333
13756.0,2,14,3120,5081.820000000001,61,1,362.9871428571429
13758.0,11,7,1757,2978.2,100,1,425.45714285714286
13759.0,33,2,287,659.4100000000001,24,1,329.70500000000004
13760.0,54,2,192,272.04,47,1,136.02
13761.0,50,2,617,1060.15,67,1,530.075
13762.0,218,1,272,306.72,7,1,306.72
13763.0,63,1,704,1624.96,14,1,1624.96
13764.0,70,3,797,1352.59,165,1,450.8633333333333
13769.0,2,10,1103,2619.51,71,1,261.951
13771.0,64,4,1451,2547.35,111,1,636.8375
13772.0,33,3,528,1094.26,133,1,364.75333333333333
13774.0,81,1,192,345.0,22,1,345.0
13778.0,103,1,60,124.2,7,1,124.2
13780.0,7,2,307,342.93,51,1,171.465
13781.0,250,1,30,127.84,17,1,127.84
13782.0,12,6,301,807.28,87,1,134.54666666666665
13784.0,9,11,2073,2072.19,7,1,188.38090909090909
13786.0,367,1,56,99.6,3,1,99.6
13787.0,75,2,337,309.04,24,1,154.52
13790.0,4,1,448,261.8,21,1,261.8
13791.0,127,2,1100,1337.0,6,1,668.5
13792.0,66,2,92,195.55,13,1,97.775
13799.0,116,2,396,671.16,31,1,335.58
13800.0,309,1,319,533.12,32,1,533.12
13801.0,66,1,130,276.9,20,1,276.9
13802.0,138,3,2156,3920.04,46,1,1306.68
13803.0,255,1,117,260.47,16,1,260.47
13804.0,30,7,1453,2537.84,121,1,362.54857142857145
13805.0,52,2,1140,378.59999999999997,6,1,189.29999999999998
13806.0,63,1,56,256.38,10,1,256.38
13807.0,367,1,34,96.69999999999999,6,1,96.69999999999999
13808.0,5,5,676,1508.4,60,1,301.68
13809.0,305,1,19,125.55,9,0,125.55
13810.0,28,2,307,827.51,30,0,413.755
13811.0,183,2,63,519.75,5,0,259.875
13812.0,42,3,327,467.15,31,0,155.71666666666667
13813.0,39,4,480,1010.52,47,0,252.63
13814.0,92,2,852,1529.32,34,0,764.66
13816.0,23,2,228,394.32,20,0,197.16
13817.0,29,2,208,328.98,19,0,164.49
13819.0,301,3,1093,1075.55,24,1,358.51666666666665
13821.0,144,2,138,369.11,47,1,184.555
13822.0,5,2,557,580.75,77,1,290.375
13823.0,18,2,388,869.46,36,1,434.73
13824.0,32,5,732,1593.94,31,1,318.788
13826.0,176,1,68,139.0,7,1,139.0
13827.0,57,3,129,394.21,78,1,131.40333333333334
13828.0,22,1,311,209.49,15,1,209.49
13831.0,16,6,331,1132.77,53,1,188.795
13832.0,19,1,28,52.199999999999996,3,1,52.199999999999996
13833.0,159,1,117,383.85,28,1,383.85
13835.0,25,4,386,721.41,40,1,180.3525
13837.0,211,2,175,251.16,15,1,125.58
13838.0,5,4,236,613.01,128,1,153.2525
13841.0,252,1,100,85.0,1,1,85.0
13842.0,58,9,1696,3210.16,148,1,356.6844444444444
13844.0,11,1,196,361.62,20,1,361.62
13845.0,64,1,182,312.98,9,1,312.98
13846.0,24,3,382,849.76,54,1,283.25333333333333
13848.0,92,3,3700,1255.0,3,1,418.3333333333333
13849.0,51,2,956,1400.95,87,1,700.475
13850.0,129,1,914,1533.08,90,1,1533.08
13851.0,95,3,1693,2616.06,76,1,872.02
13853.0,57,1,312,1090.14,23,1,1090.14
13854.0,8,25,2176,7962.4,36,1,318.496
13856.0,168,3,470,366.9,8,1,122.3
13858.0,57,1,75,216.17,11,1,216.17
13859.0,326,1,126,192.31,26,1,192.31
13860.0,1,5,579,1210.5,57,1,242.1
13862.0,18,8,1632,2142.98,93,1,267.8725
13863.0,247,1,194,285.8,18,1,285.8
13865.0,58,4,204,501.56,26,1,125.39
13866.0,74,1,57,145.67000000000002,7,1,145.67000000000002
13867.0,31,3,458,941.49,49,1,313.83
13868.0,7,2,1807,3047.77,23,1,1523.885
13869.0,123,4,1582,2870.66,219,1,717.665
13870.0,2,8,1250,2664.59,88,1,333.07375
13871.0,22,13,2497,5921.8,145,1,455.5230769230769
13873.0,119,3,102,331.34000000000003,18,1,110.44666666666667
13874.0,358,1,116,412.45000000000005,15,1,412.45000000000005
13875.0,53,5,1103,1628.39,68,1,325.678
13876.0,63,1,36,122.7,7,1,122.7
13877.0,86,1,108,117.24,3,1,117.24
13878.0,54,1,463,1271.57,35,1,1271.57
13880.0,21,13,1742,3016.81,118,1,232.06230769230768
13882.0,2,5,845,1072.93,49,1,214.586
13883.0,10,5,1436,2674.48,108,1,534.896
13884.0,7,5,265,684.75,41,1,136.95
13885.0,189,2,160,457.4,25,1,228.7
13886.0,71,1,122,226.95999999999998,15,1,226.95999999999998
13887.0,204,1,111,264.23,15,1,264.23
13888.0,119,2,239,547.42,36,1,273.71
13889.0,92,1,146,416.90000000000003,15,1,416.90000000000003
13890.0,1,10,755,1789.89,68,1,178.989
13892.0,26,4,935,590.13,23,1,147.5325
13893.0,297,1,174,754.6999999999999,17,1,754.6999999999999
13894.0,23,3,296,469.92,21,1,156.64000000000001
13895.0,28,4,1298,2414.82,92,1,603.705
13897.0,50,1,188,296.16,16,1,296.16
13898.0,325,1,129,140.93,11,1,140.93
13899.0,16,2,156,388.52,19,1,194.26
13900.0,183,3,424,723.25,41,1,241.08333333333334
13901.0,72,5,1557,2568.88,124,1,513.7760000000001
13904.0,37,2,332,332.64,24,1,166.32
13908.0,79,4,1380,2222.35,98,1,555.5875
13911.0,57,9,2477,2314.01,106,1,257.1122222222223
13914.0,11,2,368,611.45,27,1,305.725
13917.0,49,2,228,272.04,16,1,136.02
13918.0,49,2,1140,1212.8400000000001,30,1,606.4200000000001
13919.0,59,2,372,306.81,20,0,153.405
13922.0,351,1,63,124.55,5,1,124.55
13923.0,53,1,185,351.13,20,1,351.13
13924.0,1,6,1443,1766.73,85,1,294.455
13925.0,92,4,331,678.25,28,1,169.5625
13926.0,23,1,101,180.8,9,1,180.8
13927.0,74,1,176,253.39,17,1,253.39
13928.0,10,4,93,407.57,20,1,101.8925
13929.0,169,2,113,763.75,6,1,381.875
13930.0,57,2,274,337.34,15,1,168.67
13931.0,95,2,675,1137.43,53,1,568.715
13932.0,294,1,72,307.4,16,1,307.4
13933.0,109,2,205,608.7900000000001,23,1,304.39500000000004
13934.0,263,1,376,901.8,30,1,901.8
13936.0,179,1,292,318.28,22,1,318.28
13937.0,169,1,123,158.85,9,1,158.85
13938.0,35,1,70,71.66,7,1,71.66
13939.0,23,3,564,455.36,30,1,151.78666666666666
13940.0,17,4,512,824.14,38,1,206.035
13941.0,21,5,2284,4843.68,22,1,968.7360000000001
13946.0,79,3,343,306.57,9,1,102.19
13947.0,65,1,44,90.6,5,1,90.6
13948.0,360,1,40,102.0,3,1,102.0
13949.0,2,6,2336,2337.14,117,1,389.5233333333333
13950.0,11,4,284,630.76,31,1,157.69
13951.0,176,3,443,643.25,36,1,214.41666666666666
13952.0,217,2,1181,2778.84,100,1,1389.42
13953.0,7,7,2672,3354.88,4,1,479.2685714285714
13954.0,1,2,134,399.92,22,1,199.96
13955.0,154,2,142,303.16,32,1,151.58
13956.0,5,5,462,967.39,111,1,193.478
13959.0,79,3,276,493.15,62,1,164.38333333333333
13960.0,21,2,142,230.22,11,1,115.11
13962.0,21,2,87,169.55,11,1,84.775
13963.0,308,4,342,540.04,30,1,135.01
13967.0,145,1,36,45.0,1,1,45.0
13971.0,18,8,1714,2605.2000000000003,109,1,325.65000000000003
13972.0,70,2,183,173.65,14,1,86.825
13973.0,287,1,99,245.2,10,1,245.2
13974.0,49,1,249,413.59000000000003,28,1,413.59000000000003
13975.0,31,6,1517,2262.87,222,1,377.145
13976.0,206,1,144,327.68,8,1,327.68
13978.0,14,2,314,195.94,13,1,97.97
13979.0,73,1,629,849.07,53,1,849.07
13980.0,60,1,172,200.14,11,1,200.14
13982.0,39,4,984,1474.91,68,1,368.7275
13983.0,29,12,1158,2592.93,90,1,216.0775
13984.0,26,5,559,672.11,13,1,134.422
13985.0,4,15,3263,6578.81,102,1,438.58733333333333
13986.0,17,1,430,320.46,12,1,320.46
13988.0,19,6,2650,3740.45,165,1,623.4083333333333
13989.0,65,2,1169,1173.92,32,1,586.96
13990.0,213,1,174,271.3,14,1,271.3
13991.0,12,6,980,843.9399999999999,55,1,140.65666666666667
13992.0,30,1,64,76.8,5,1,76.8
13993.0,42,9,799,3035.76,59,1,337.3066666666667
